# feature;class;assembly;assembly_unit;seq_type;chromosome;genomic_accession;start;end;strand;product_accession;non-redundant_refseq;related_accession;name;symbol;GeneID;locus_tag;feature_interval_length;product_length;attributes
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;194315;194731;+;AFQ03971.1;;;50S ribosomal protein L16;rplP;;CM1_00925;417;138;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;194731;195333;+;;;;;;;CM1_00930;603;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;194731;195333;+;AFQ03972.1;;;50S ribosomal protein L29;;;CM1_00930;603;200;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;195333;195590;+;;;;;;;CM1_00935;258;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;195333;195590;+;AFQ03973.1;;;30S ribosomal protein S17;;;CM1_00935;258;85;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;195594;195962;+;;;;;rplN;;CM1_00940;369;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;195594;195962;+;AFQ03974.1;;;50S ribosomal protein L14;rplN;;CM1_00940;369;122;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;195962;196288;+;;;;;;;CM1_00945;327;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;195962;196288;+;AFQ03975.1;;;50S ribosomal protein L24;;;CM1_00945;327;108;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;196294;196836;+;;;;;rplE;;CM1_00950;543;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;196294;196836;+;AFQ03976.1;;;50S ribosomal protein L5;rplE;;CM1_00950;543;180;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;196839;197024;+;;;;;rpsN;;CM1_00955;186;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;196839;197024;+;AFQ03977.1;;;30S ribosomal protein S14;rpsN;;CM1_00955;186;61;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;197018;197443;+;;;;;rpsH;;CM1_00960;426;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;197018;197443;+;AFQ03978.1;;;30S ribosomal protein S8;rpsH;;CM1_00960;426;141;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;197450;198004;+;;;;;rplF;;CM1_00965;555;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;197450;198004;+;AFQ03979.1;;;50S ribosomal protein L6;rplF;;CM1_00965;555;184;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;198006;198353;+;;;;;rplR;;CM1_00970;348;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;198006;198353;+;AFQ03980.1;;;50S ribosomal protein L18;rplR;;CM1_00970;348;115;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;198358;198993;+;;;;;rpsE;;CM1_00975;636;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;198358;198993;+;AFQ03981.1;;;30S ribosomal protein S5;rpsE;;CM1_00975;636;211;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;198999;199451;+;;;;;rplO;;CM1_00980;453;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;198999;199451;+;AFQ03982.1;;;50S ribosomal protein L15;rplO;;CM1_00980;453;150;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;199451;200878;+;;;;;secY;;CM1_00985;1428;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;199451;200878;+;AFQ03983.1;;;preprotein translocase subunit SecY;secY;;CM1_00985;1428;475;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;200872;201516;+;;;;;;;CM1_00990;645;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;200872;201516;+;AFQ03984.1;;;adenylate kinase;;;CM1_00990;645;214;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;201519;202265;+;;;;;;;CM1_00995;747;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;201519;202265;+;AFQ03985.1;;;methionine aminopeptidase, type I;;;CM1_00995;747;248;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202265;202477;+;;;;;;;CM1_01000;213;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202265;202477;+;AFQ03986.1;;;translation initiation factor IF-1;;;CM1_01000;213;70;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202488;202601;+;;;;;rpmJ;;CM1_01005;114;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202488;202601;+;AFQ03987.1;;;50S ribosomal protein L36;rpmJ;;CM1_01005;114;37;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202601;202975;+;;;;;rpsM;;CM1_01010;375;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202601;202975;+;AFQ03988.1;;;30S ribosomal protein S13;rpsM;;CM1_01010;375;124;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202975;203340;+;;;;;;;CM1_01015;366;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;202975;203340;+;AFQ03989.1;;;30S ribosomal protein S11;;;CM1_01015;366;121;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;203356;204342;+;;;;;;;CM1_01020;987;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;203356;204342;+;AFQ03990.1;;;DNA-directed RNA polymerase subunit alpha;;;CM1_01020;987;328;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;204355;204726;+;;;;;rplQ;;CM1_01025;372;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;204355;204726;+;AFQ03991.1;;;50S ribosomal protein L17;rplQ;;CM1_01025;372;123;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;204713;205537;+;;;;;cbiO;;CM1_01030;825;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;204713;205537;+;AFQ03992.1;;;cobalt transporter ATP-binding subunit;cbiO;;CM1_01030;825;274;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;205522;206436;+;;;;;cbiO;;CM1_01035;915;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;205522;206436;+;AFQ03993.1;;;cobalt transporter ATP-binding subunit;cbiO;;CM1_01035;915;304;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;206429;207691;+;;;;;;;CM1_01040;1263;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;206429;207691;+;AFQ03994.1;;;metal ABC transporter permease;;;CM1_01040;1263;420;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;207696;208418;+;;;;;truA;;CM1_01045;723;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;207696;208418;+;AFQ03995.1;;;tRNA pseudouridine synthase A;truA;;CM1_01045;723;240;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;208408;210231;+;;;;;;;CM1_01050;1824;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;208408;210231;+;AFQ03996.1;;;oligoendopeptidase F;;;CM1_01050;1824;607;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;210232;211185;+;;;;;;;CM1_01055;954;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;210232;211185;+;AFQ03997.1;;;adenine-specific DNA modification methylase;;;CM1_01055;954;317;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;211285;213390;+;;;;;;;CM1_01060;2106;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;211285;213390;+;AFQ03998.1;;;lipoprotein;;;CM1_01060;2106;701;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;213596;213817;+;;;;;;;CM1_01065;222;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;213596;213817;+;AFQ03999.1;;;MgPa adhesin;;;CM1_01065;222;73;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;213822;214235;+;;;;;;;CM1_01070;414;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;213822;214235;+;AFQ04000.1;;;MgPa adhesin;;;CM1_01070;414;137;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;214226;214411;+;;;;;;;CM1_01075;186;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;214226;214411;+;AFQ04001.1;;;MgPa adhesin;;;CM1_01075;186;61;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;214657;214866;+;;;;;;;CM1_01080;210;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;214657;214866;+;AFQ04002.1;;;hypothetical protein;;;CM1_01080;210;69;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;214981;215361;+;;;;;;;CM1_01085;381;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;214981;215361;+;AFQ04003.1;;;hypothetical protein;;;CM1_01085;381;126;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;215333;215710;+;;;;;;;CM1_01090;378;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;215333;215710;+;AFQ04004.1;;;hypothetical protein;;;CM1_01090;378;125;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;215845;216597;+;;;;;;;CM1_01095;753;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;215845;216597;+;AFQ04005.1;;;nuclease-like protein;;;CM1_01095;753;250;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;216590;218347;+;;;;;;;CM1_01100;1758;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;216590;218347;+;AFQ04006.1;;;ABC transporter ATP-binding protein;;;CM1_01100;1758;585;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;218350;219339;+;;;;;;;CM1_01105;990;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;218350;219339;+;AFQ04007.1;;;ABC transporter permease;;;CM1_01105;990;329;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;219311;220267;+;;;;;;;CM1_01110;957;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;219311;220267;+;AFQ04008.1;;;ABC transporter permease;;;CM1_01110;957;318;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;220433;221389;+;;;;;;;CM1_01115;957;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;220433;221389;+;AFQ04009.1;;;DHH family phosphoesterase;;;CM1_01115;957;318;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;229451;229681;+;;;;;;;CM1_01140;231;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;229451;229681;+;AFQ04010.1;;;MgPa adhesin;;;CM1_01140;231;76;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;229840;230295;+;;;;;;;CM1_01145;456;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;229840;230295;+;AFQ04011.1;;;MgPa adhesin;;;CM1_01145;456;151;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;230773;231180;+;;;;;;;CM1_01150;408;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;230773;231180;+;AFQ04012.1;;;hypothetical protein;;;CM1_01150;408;135;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;231819;232844;+;;;;;pheS;;CM1_01155;1026;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;231819;232844;+;AFQ04013.1;;;phenylalanyl-tRNA ligase subunit alpha;pheS;;CM1_01155;1026;341;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;232848;235268;+;;;;;pheT;;CM1_01160;2421;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;232848;235268;+;AFQ04014.1;;;phenylalanyl-tRNA ligase subunit beta;pheT;;CM1_01160;2421;806;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;235327;235872;+;;;;;infC;;CM1_01165;546;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;235327;235872;+;AFQ04015.1;;;translation initiation factor IF-3;infC;;CM1_01165;546;181;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;235875;236054;+;;;;;rpmI;;CM1_01170;180;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;235875;236054;+;AFQ04016.1;;;50S ribosomal protein L35;rpmI;;CM1_01170;180;59;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;236057;236431;+;;;;;rplT;;CM1_01175;375;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;236057;236431;+;AFQ04017.1;;;50S ribosomal protein L20;rplT;;CM1_01175;375;124;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;236403;237110;-;;;;;;;CM1_01180;708;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;236403;237110;-;AFQ04018.1;;;ribonuclease HII;;;CM1_01180;708;235;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;238973;239626;+;;;;;;;CM1_01195;654;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;238973;239626;+;AFQ04019.1;;;co-chaperone GrpE;;;CM1_01195;654;217;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;239636;240004;+;;;;;;;CM1_01200;369;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;239636;240004;+;AFQ04020.1;;;hypothetical protein;;;CM1_01200;369;122;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;240022;240095;-;;;;;;;CM1_t02823;74;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;240022;240095;-;;;;tRNA-Thr;;;CM1_t02823;74;;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;240132;242033;+;;;;;;;CM1_01205;1902;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;240132;242033;+;AFQ04021.1;;;DNA topoisomerase IV, B subunit;;;CM1_01205;1902;633;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;242033;244378;+;;;;;;;CM1_01210;2346;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;242033;244378;+;AFQ04022.1;;;DNA topoisomerase IV, A subunit;;;CM1_01210;2346;781;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;244375;245406;-;;;;;hrcA;;CM1_01215;1032;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;244375;245406;-;AFQ04023.1;;;heat-inducible transcription repressor;hrcA;;CM1_01215;1032;343;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;245442;247235;+;;;;;;;CM1_01220;1794;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;245442;247235;+;AFQ04024.1;;;excinuclease ABC, C subunit;;;CM1_01220;1794;597;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;247216;247719;+;;;;;;;CM1_01225;504;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;247216;247719;+;AFQ04025.1;;;serine/threonine protein phosphatase;;;CM1_01225;504;167;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;247712;248302;-;;;;;;;CM1_01230;591;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;247712;248302;-;AFQ04026.1;;;glycoprotease;;;CM1_01230;591;196;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;248286;249212;-;;;;;;;CM1_01235;927;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;248286;249212;-;AFQ04027.1;;;RluA family pseudouridine synthase;;;CM1_01235;927;308;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;249212;249757;-;;;;;;;CM1_01240;546;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;249212;249757;-;AFQ04028.1;;;signal peptidase II;;;CM1_01240;546;181;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;249958;250617;+;;;;;;;CM1_01245;660;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;249958;250617;+;AFQ04029.1;;;hypothetical protein;;;CM1_01245;660;219;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;250617;250805;+;;;;;rpsU;;CM1_01250;189;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;250617;250805;+;AFQ04030.1;;;30S ribosomal protein S21;rpsU;;CM1_01250;189;62;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;250807;251250;+;;;;;;;CM1_01255;444;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;250807;251250;+;AFQ04031.1;;;hypothetical protein;;;CM1_01255;444;147;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;251253;251597;+;;;;;acpS;;CM1_01260;345;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;251253;251597;+;AFQ04032.1;;;4'-phosphopantetheinyl transferase;acpS;;CM1_01260;345;114;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;251590;252396;+;;;;;;;CM1_01265;807;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;251590;252396;+;AFQ04033.1;;;1-acyl-sn-glycerol-3-phosphate acyltransferase;;;CM1_01265;807;268;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;252374;253804;+;;;;;;;CM1_01270;1431;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;252374;253804;+;AFQ04034.1;;;segregation and condensation protein A;;;CM1_01270;1431;476;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;253788;254411;+;;;;;;;CM1_01275;624;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;253788;254411;+;AFQ04035.1;;;segregation and condensation protein B;;;CM1_01275;624;207;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;254430;255401;+;;;;;;;CM1_01280;972;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;254430;255401;+;AFQ04036.1;;;6-phosphofructokinase;;;CM1_01280;972;323;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;255404;256930;+;;;;;;;CM1_01285;1527;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;255404;256930;+;AFQ04037.1;;;pyruvate kinase;;;CM1_01285;1527;508;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;256967;257043;+;;;;;;;CM1_t02825;77;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;256967;257043;+;;;;tRNA-Cys;;;CM1_t02825;77;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257078;257154;+;;;;;;;CM1_t02827;77;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257078;257154;+;;;;tRNA-Pro;;;CM1_t02827;77;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257158;257234;+;;;;;;;CM1_t02829;77;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257158;257234;+;;;;tRNA-Met;;;CM1_t02829;77;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257254;257330;+;;;;;;;CM1_t02831;77;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257254;257330;+;;;;tRNA-Met;;;CM1_t02831;77;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257368;257459;+;;;;;;;CM1_t02833;92;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257368;257459;+;;;;tRNA-Ser;;;CM1_t02833;92;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257473;257549;+;;;;;;;CM1_t02835;77;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257473;257549;+;;;;tRNA-Met;;;CM1_t02835;77;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257551;257624;+;;;;;;;CM1_t02837;74;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257551;257624;+;;;;tRNA-Asp;;;CM1_t02837;74;;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257627;257702;+;;;;;;;CM1_t02839;76;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257627;257702;+;;;;tRNA-Phe;;;CM1_t02839;76;;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257850;258971;+;;;;;;;CM1_01295;1122;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;257850;258971;+;AFQ04038.1;;;proline-rich P65 protein;;;CM1_01295;1122;373;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;258989;264406;+;;;;;;;CM1_01300;5418;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;258989;264406;+;AFQ04039.1;;;HMW2 cytadherence accessory protein;;;CM1_01300;5418;1805;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;264409;265449;+;;;;;;;CM1_01305;1041;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;264409;265449;+;AFQ04040.1;;;hypothetical protein;;;CM1_01305;1041;346;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;265442;265837;+;;;;;;;CM1_01310;396;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;265442;265837;+;AFQ04041.1;;;hypothetical protein;;;CM1_01310;396;131;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;265885;266166;-;;;;;;;CM1_01315;282;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;265885;266166;-;AFQ04042.1;;;hypothetical protein;;;CM1_01315;282;93;
gene;tRNA;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;266233;266309;+;;;;;;;CM1_t02841;77;;
tRNA;;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;266233;266309;+;;;;tRNA-Arg;;;CM1_t02841;77;;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;266467;266901;+;;;;;;;CM1_01320;435;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;266467;266901;+;AFQ04043.1;;;cell division protein MraZ;;;CM1_01320;435;144;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;266891;267820;+;;;;;;;CM1_01325;930;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;266891;267820;+;AFQ04044.1;;;16S rRNA m(4)C1402 methyltransferase;;;CM1_01325;930;309;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;269059;270168;+;;;;;;;CM1_01340;1110;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;269059;270168;+;AFQ04045.1;;;cell division protein FtsZ;;;CM1_01340;1110;369;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;270214;271683;+;;;;;;;CM1_01345;1470;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;270214;271683;+;AFQ04046.1;;;amino acid-polyamine-organocation (APC) permease family protein;;;CM1_01345;1470;489;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;271649;273127;+;;;;;;;CM1_01350;1479;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;271649;273127;+;AFQ04047.1;;;amino acid-polyamine-organocation (APC) permease family protein;;;CM1_01350;1479;492;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;273166;273621;+;;;;;;;CM1_01355;456;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;273166;273621;+;AFQ04048.1;;;MgPa adhesin;;;CM1_01355;456;151;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;273596;274459;+;;;;;thyA;;CM1_01360;864;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;273596;274459;+;AFQ04049.1;;;thymidylate synthase;thyA;;CM1_01360;864;287;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;274459;274941;+;;;;;;;CM1_01365;483;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;274459;274941;+;AFQ04050.1;;;dihydrofolate reductase;;;CM1_01365;483;160;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;274947;275969;+;;;;;nrdF;;CM1_01370;1023;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;274947;275969;+;AFQ04051.1;;;ribonucleotide-diphosphate reductase subunit beta;nrdF;;CM1_01370;1023;340;
gene;protein_coding;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;275973;276434;+;;;;;nrdI;;CM1_01375;462;;
CDS;with_protein;GCA_000292485.1;Primary Assembly;chromosome;;CP003772.1;275973;276434;+;AFQ04052.1;;;ribonucleotide reductase stimulatory protein;nrdI;;CM1_01375;462;153;
